id,first_name,last_name,hired,position,benefited,licence_expiration,department,Pay_status
36-864-9910,Laurene,Lettley,11/11/2021,Lab,false,,Custodial,part-time
93-234-6020,Dylan,Mayzes,11/13/2017,Finance,false,,Custodial,temporary
69-863-1439,Selma,Goodsal,12/2/2017,Receptionist,false,1/14/2023,Medical,temporary
52-703-4598,Boot,Itzchaki,3/5/2020,Lab,false,7/31/2024,Billing,full-time
45-982-3136,Barron,Piddletown,8/24/1999,Lab,false,1/17/2024,Medical,temporary
45-761-9135,Sorcha,Schuh,5/3/2000,Cleaner,false,3/11/2024,Admininstrative,seasonal
09-055-8135,Toddy,Layfield,8/19/2012,Finance,true,10/6/2022,Billing,seasonal
71-911-9295,Justus,Perigo,7/21/2007,Receptionist,false,2/26/2023,Caretaker,full-time
03-627-9067,Hamid,Chitty,11/6/2002,Tech,false,8/25/2025,Medical,part-time
90-822-4965,Martyn,Harbard,8/28/2005,Assistant,false,7/9/2028,Medical,temporary
87-962-3731,Luella,Haylor,6/10/2014,Tech,false,12/14/2025,Admininstrative,full-time
89-140-6487,Selia,Dacks,2/14/2014,Doctor,true,1/5/2025,Admininstrative,temporary
89-820-6660,Layton,Bowser,3/13/1999,Receptionist,true,,Billing,part-time
50-683-9460,Marjy,MacCartan,9/7/2004,Lab,true,11/7/2023,Admininstrative,part-time
15-914-0988,Mellisent,Junkinson,12/21/2005,Assistant,false,9/15/2029,Medical,part-time
39-183-3460,Garreth,Farrants,10/4/2020,Management,false,7/3/2024,Admininstrative,seasonal
18-696-2802,Gale,Stimpson,9/22/2008,Receptionist,true,6/21/2024,Admininstrative,temporary
54-513-9177,Lurette,Fidelus,10/16/2021,Receptionist,true,6/8/2028,Billing,temporary
99-905-2012,Ilaire,Anglin,11/7/2019,Lab,false,2/14/2022,Admininstrative,full-time
05-990-4753,Rodger,Sherburn,9/21/2011,Doctor,false,1/14/2022,Custodial,part-time
38-115-9174,Upton,Offen,6/18/2014,Receptionist,false,4/5/2026,Billing,full-time
87-814-9557,Bord,Ruhben,12/2/2019,Assistant,true,,Caretaker,temporary
44-858-1668,Raimundo,Stockoe,11/13/2009,Tech,false,,Custodial,full-time
66-396-5929,Nonah,MacUchadair,3/30/2016,Receptionist,true,6/24/2026,Medical,full-time
58-157-4185,Jamima,Veare,11/15/2020,Management,false,4/23/2029,Custodial,seasonal
47-938-8433,Deedee,Castaignet,4/1/2004,Receptionist,false,1/18/2029,Caretaker,full-time
50-401-4611,Addy,Gillcrist,7/6/2004,Assistant,false,,Caretaker,seasonal
79-300-9465,Smith,Gimenez,11/11/2003,Finance,false,10/31/2028,Billing,temporary
23-687-1986,Verile,Fowlds,10/26/2021,Assistant,true,9/5/2028,Caretaker,temporary
36-289-4559,Ab,Belden,12/6/2005,Lab,false,12/2/2027,Custodial,seasonal
42-759-7688,Libbie,Lamberteschi,7/26/2018,Cleaner,false,9/16/2024,Billing,seasonal
07-120-2094,Sissy,Nurcombe,11/22/2022,Doctor,false,,Admininstrative,full-time
28-349-0200,Gonzales,Vassall,11/22/2021,Finance,true,1/1/2024,Admininstrative,part-time
97-600-8640,Debby,Canadine,5/3/2009,Finance,true,4/28/2023,Billing,temporary
05-028-6273,Aurthur,Littlewood,11/13/2010,Lab,false,2/20/2026,Caretaker,part-time
75-776-9849,Siusan,Whatmough,6/29/2002,Tech,false,7/8/2023,Medical,full-time
29-955-9055,Niles,McOrkil,3/20/2015,Doctor,true,,Billing,full-time
55-804-9209,Francine,Glenny,1/14/2001,Cleaner,true,3/12/2026,Admininstrative,part-time
49-886-4889,Abbe,Manterfield,10/19/2009,Doctor,false,11/27/2029,Billing,part-time
34-478-8438,Randi,Hof,1/31/2021,Assistant,false,5/27/2024,Caretaker,part-time
96-106-8107,Livvie,Iacavone,3/21/2001,Management,true,,Custodial,full-time
56-678-5405,Lorenza,Matieu,3/20/2019,Doctor,true,4/5/2030,Custodial,part-time
99-887-5144,Barbara-anne,Beton,10/1/2009,Cleaner,true,,Caretaker,part-time
07-081-6670,Marlo,Getcliffe,8/25/2013,Assistant,false,5/15/2028,Admininstrative,full-time
24-729-1764,Frank,Springford,8/5/2018,Finance,true,10/27/2029,Caretaker,seasonal
10-653-3621,Benito,Face,2/28/2012,Cleaner,false,,Billing,full-time
66-485-6299,Lisabeth,Foad,9/26/2012,Doctor,false,2/26/2030,Admininstrative,part-time
86-359-4381,Danella,Fullagar,7/11/2001,Assistant,false,,Billing,part-time
88-321-9815,Petra,Carnegie,8/17/2019,Doctor,false,8/25/2024,Custodial,seasonal
72-511-0496,Goddard,Deverson,2/6/2009,Lab,true,1/24/2023,Medical,full-time
68-291-7068,Jamison,Thomen,4/9/2015,Assistant,true,9/23/2025,Custodial,temporary
30-643-8406,Lida,Cadreman,2/12/2021,Finance,true,8/25/2026,Medical,temporary
67-106-4221,Ware,Seddon,4/1/2017,Finance,false,,Caretaker,seasonal
03-479-3994,Marje,Aicheson,7/14/2022,Doctor,true,,Medical,temporary
88-342-2542,Bertina,Surguine,7/4/2017,Tech,false,7/2/2029,Admininstrative,part-time
86-366-9816,Toiboid,Brisard,8/25/1999,Receptionist,false,8/19/2024,Medical,full-time
39-509-6887,Inness,Dochon,1/24/2019,Management,false,8/8/2025,Admininstrative,part-time
31-674-3854,Chase,Jessard,8/5/2022,Lab,true,2/26/2023,Medical,temporary
61-576-1599,Care,Espine,1/12/2011,Doctor,false,2/5/2029,Billing,seasonal
36-545-8421,Jesse,Cass,11/28/2015,Receptionist,true,3/19/2028,Custodial,full-time
59-191-6309,Caddric,Gynne,6/12/2019,Assistant,true,4/1/2029,Caretaker,seasonal
28-489-2136,Lorianne,Stannion,11/4/2017,Finance,true,12/27/2022,Custodial,full-time
79-662-2885,Harman,Agney,12/15/2003,Assistant,true,10/30/2030,Billing,temporary
56-939-6440,Gael,Zorro,6/14/2005,Receptionist,true,8/29/2022,Admininstrative,part-time
62-589-2943,Delly,Sleith,5/7/2010,Finance,true,9/13/2028,Caretaker,temporary
43-757-8018,Rollo,Tranckle,9/11/2006,Tech,false,8/21/2026,Admininstrative,part-time
47-346-8463,Marga,Pine,7/21/2006,Assistant,true,10/15/2027,Custodial,part-time
77-081-4980,Bil,Aleksankov,6/15/2001,Doctor,true,2/29/2028,Admininstrative,full-time
65-066-9348,Yanaton,Thebe,8/27/2016,Doctor,false,,Medical,seasonal
91-334-3746,Myrtle,Keveren,11/24/2000,Assistant,true,10/1/2026,Custodial,part-time
29-126-5143,Suzette,Rearie,9/4/2002,Lab,false,12/15/2026,Admininstrative,seasonal
04-340-6824,Edlin,Manilove,10/13/2009,Management,false,1/1/2022,Medical,temporary
04-391-9718,Lane,Semerad,2/12/2020,Lab,false,10/31/2023,Medical,full-time
35-223-9528,Caryl,Wyness,4/23/2000,Tech,true,8/30/2028,Billing,seasonal
89-843-9959,Lizzy,Demonge,7/1/2006,Lab,true,12/1/2025,Caretaker,temporary
11-986-4508,Gardy,Entres,2/22/2022,Lab,false,,Caretaker,temporary
07-969-3076,Paxton,Matis,5/5/2002,Assistant,false,3/20/2028,Caretaker,full-time
52-888-1181,Andrea,Ernke,5/6/2001,Cleaner,false,7/15/2026,Billing,temporary
35-673-0626,Eleonore,Twallin,11/3/2013,Cleaner,true,8/18/2030,Medical,part-time
79-751-7202,Kaspar,Gopsell,8/10/2007,Assistant,true,12/13/2029,Billing,full-time
06-071-6664,Coraline,Lehemann,10/18/2019,Doctor,true,9/30/2022,Medical,full-time
34-536-2701,Starla,Crankhorn,7/25/2019,Finance,true,5/16/2023,Caretaker,temporary
49-274-3639,Marja,Balnaves,8/16/2004,Finance,false,,Medical,full-time
86-101-7785,Gay,Hinkens,7/30/2000,Management,true,4/18/2025,Caretaker,full-time
42-605-0647,Janean,Pickrill,12/30/1999,Lab,false,7/4/2025,Admininstrative,full-time
32-009-3054,Ranee,Paliser,11/21/2011,Tech,true,,Custodial,seasonal
67-746-7063,Jorey,Renner,5/20/2018,Assistant,false,6/1/2029,Medical,part-time
